일자|시간|구분,공급량
2019-01-06 01 A,1916.2558854327751
2019-01-06 02 A,1585.0447363570952
2019-01-06 03 A,1519.8650357770873
2019-01-06 04 A,1548.384429510746
2019-01-06 05 A,1753.9286394150397
2019-01-06 06 A,1776.5098959639286
2019-01-06 07 A,1847.6942934226706
2019-01-06 08 A,2092.598734378448
2019-01-06 09 A,2312.5016712886836
2019-01-06 10 A,2333.0245011812153
2019-01-06 11 A,2337.068300652115
2019-01-06 12 A,2148.6874172504954
2019-01-06 13 A,1988.2065910207546
2019-01-06 14 A,1961.6429894032533
2019-01-06 15 A,1958.9535025625585
2019-01-06 16 A,1956.2821501008725
2019-01-06 17 A,1966.3139228798962
2019-01-06 18 A,2117.6652725672584
2019-01-06 19 A,2474.961932071818
2019-01-06 20 A,2465.6123954035947
2019-01-06 21 A,2419.2975982431094
2019-01-06 22 A,2325.6945627191603
2019-01-06 23 A,2099.061016950386
2019-01-06 24 A,2059.3043746877534
2019-01-07 01 A,1890.1574916937836
2019-01-07 02 A,1581.2809267200867
2019-01-07 03 A,1540.8653832163484
2019-01-07 04 A,1562.0923351681254
2019-01-07 05 A,1783.7163014287503
2019-01-07 06 A,2014.181085460623
2019-01-07 07 A,2382.1631259128058
2019-01-07 08 A,2908.3663502478144
2019-01-07 09 A,3004.876368891915
2019-01-07 10 A,2868.903486734954
2019-01-07 11 A,2713.572532006288
2019-01-07 12 A,2435.0385504249066
2019-01-07 13 A,2310.739982332768
2019-01-07 14 A,2142.851693987801
2019-01-07 15 A,2020.3655864228322
2019-01-07 16 A,2001.5130143348094
2019-01-07 17 A,2022.5305413380374
2019-01-07 18 A,2298.423794666765
2019-01-07 19 A,2653.4224629218425
2019-01-07 20 A,2644.458079241287
2019-01-07 21 A,2609.6620954269983
2019-01-07 22 A,2590.202033667173
2019-01-07 23 A,2423.340285561058
2019-01-07 24 A,2319.787079429822
2019-01-08 01 A,1986.7631322588632
2019-01-08 02 A,1771.1876845308402
2019-01-08 03 A,1675.196295091858
2019-01-08 04 A,1704.6882568684607
2019-01-08 05 A,1907.5396902677826
2019-01-08 06 A,2108.779112629492
2019-01-08 07 A,2427.62020007403
2019-01-08 08 A,2918.4152114360963
2019-01-08 09 A,3003.2738223409233
2019-01-08 10 A,2861.9233564468086
2019-01-08 11 A,2700.5565086193483
2019-01-08 12 A,2475.2408751926673
2019-01-08 13 A,2366.1782684452482
2019-01-08 14 A,2221.0196698496484
2019-01-08 15 A,2092.285701045018
2019-01-08 16 A,2070.971706475695
2019-01-08 17 A,2084.047851128496
2019-01-08 18 A,2354.4680995976582
2019-01-08 19 A,2755.4533115393615
2019-01-08 20 A,2762.269326073091
2019-01-08 21 A,2718.592629206831
2019-01-08 22 A,2672.379927118979
2019-01-08 23 A,2560.406736878773
2019-01-08 24 A,2485.9302742886803
2019-01-09 01 A,2081.3219258140793
2019-01-09 02 A,1874.9110840619528
2019-01-09 03 A,1788.8629441600076
2019-01-09 04 A,1828.7534726061365
2019-01-09 05 A,1987.6491726232266
2019-01-09 06 A,2160.9681396393853
2019-01-09 07 A,2505.2311409535646
2019-01-09 08 A,2949.6467650197146
2019-01-09 09 A,3095.9629179202557
2019-01-09 10 A,2936.3263418567963
2019-01-09 11 A,2803.4113078729683
2019-01-09 12 A,2589.0790888723113
2019-01-09 13 A,2429.422183938346
2019-01-09 14 A,2278.387873694301
2019-01-09 15 A,2166.933573806058
2019-01-09 16 A,2148.868663176068
2019-01-09 17 A,2168.138906791218
2019-01-09 18 A,2498.52240501929
2019-01-09 19 A,2912.1511711437406
2019-01-09 20 A,2931.909546029961
2019-01-09 21 A,2897.2210481250195
2019-01-09 22 A,2840.4201062794946
2019-01-09 23 A,2683.321309279422
2019-01-09 24 A,2536.8394592196482
2019-01-10 01 A,2184.822971159538
2019-01-10 02 A,2007.6354111336536
2019-01-10 03 A,1908.3466771378191
2019-01-10 04 A,1927.1624930037347
2019-01-10 05 A,2100.752387008436
2019-01-10 06 A,2285.723628025574
2019-01-10 07 A,2572.6865808645657
2019-01-10 08 A,3119.685196996421
2019-01-10 09 A,3258.0173402650776
2019-01-10 10 A,3073.865327058935
2019-01-10 11 A,2892.025689450172
2019-01-10 12 A,2663.775828468655
2019-01-10 13 A,2502.522105121266
2019-01-10 14 A,2343.3616936496674
2019-01-10 15 A,2315.5179745210216
2019-01-10 16 A,2313.1904851778245
2019-01-10 17 A,2313.51539733346
2019-01-10 18 A,2523.326404976014
2019-01-10 19 A,2987.0895080937844
2019-01-10 20 A,3015.518324587254
2019-01-10 21 A,2984.956304079005
2019-01-10 22 A,2942.253487502213
2019-01-10 23 A,2701.025898695072
2019-01-10 24 A,2574.895605754629
2019-01-11 01 A,2233.9642344166887
2019-01-11 02 A,2053.2578680623724
2019-01-11 03 A,1961.7482731811024
2019-01-11 04 A,1980.5640890470177
2019-01-11 05 A,2117.3179935217627
2019-01-11 06 A,2288.069352933061
2019-01-11 07 A,2575.909309681684
2019-01-11 08 A,3155.5988117378897
2019-01-11 09 A,3253.4555400976988
2019-01-11 10 A,3112.6185397846366
2019-01-11 11 A,2896.573922642577
2019-01-11 12 A,2634.3177604042266
2019-01-11 13 A,2479.678465866653
2019-01-11 14 A,2348.078848536107
2019-01-11 15 A,2311.942713687689
2019-01-11 16 A,2307.732031011158
2019-01-11 17 A,2308.056943166793
2019-01-11 18 A,2472.1642722206675
2019-01-11 19 A,2888.3508193338484
2019-01-11 20 A,2912.0360167796985
2019-01-11 21 A,2882.8227180283484
2019-01-11 22 A,2836.4293352236336
2019-01-11 23 A,2638.7586039468642
2019-01-11 24 A,2516.9961543384575
2019-01-12 01 A,2215.3696396402615
2019-01-12 02 A,1980.869154226962
2019-01-12 03 A,1890.935339931194
2019-01-12 04 A,1908.876469455038
2019-01-12 05 A,1997.570116955394
2019-01-12 06 A,2079.620226596671
2019-01-12 07 A,2048.237811605082
2019-01-12 08 A,2357.933155686565
2019-01-12 09 A,2639.882677664196
2019-01-12 10 A,2668.6371573053157
2019-01-12 11 A,2636.4268217949034
2019-01-12 12 A,2448.2937599232755
2019-01-12 13 A,2248.8928536557996
2019-01-12 14 A,2196.824817987753
2019-01-12 15 A,2132.8678853683455
2019-01-12 16 A,2131.525367490808
2019-01-12 17 A,2138.889002654207
2019-01-12 18 A,2296.466509302174
2019-01-12 19 A,2662.9675344418774
2019-01-12 20 A,2649.4899759818386
2019-01-12 21 A,2556.3225923783057
2019-01-12 22 A,2486.995569874866
2019-01-12 23 A,2311.5214813290886
2019-01-12 24 A,2259.978834416965
2019-01-13 01 A,2108.518752205995
2019-01-13 02 A,1847.0096386652601
2019-01-13 03 A,1763.0466208089986
2019-01-13 04 A,1764.9478584576818
2019-01-13 05 A,1858.0735014436787
2019-01-13 06 A,1903.010364263405
2019-01-13 07 A,1942.4742856465548
2019-01-13 08 A,2164.729410368416
2019-01-13 09 A,2457.5227705011575
2019-01-13 10 A,2488.6279388700673
2019-01-13 11 A,2483.9332023598863
2019-01-13 12 A,2333.572931577387
2019-01-13 13 A,2142.0254681377887
2019-01-13 14 A,2058.252173799167
2019-01-13 15 A,2030.4040750773854
2019-01-13 16 A,2028.521622855163
2019-01-13 17 A,2042.5131968079907
2019-01-13 18 A,2255.9776319673256
2019-01-13 19 A,2657.6965319617107
2019-01-13 20 A,2657.6965319617107
2019-01-13 21 A,2557.999623874936
2019-01-13 22 A,2479.3543008672455
2019-01-13 23 A,2309.6408355276735
2019-01-13 24 A,2267.4551566316804
2019-01-14 01 A,1981.3873938194738
2019-01-14 02 A,1714.4981681915451
2019-01-14 03 A,1681.6521033845047
2019-01-14 04 A,1701.367653069079
2019-01-14 05 A,1907.1550569134963
2019-01-14 06 A,2079.259360810738
2019-01-14 07 A,2440.7952211166785
2019-01-14 08 A,2922.3896658490285
2019-01-14 09 A,3029.9137084948557
2019-01-14 10 A,2900.749065029426
2019-01-14 11 A,2754.6731684632327
2019-01-14 12 A,2547.4581166071603
2019-01-14 13 A,2362.2587524562646
2019-01-14 14 A,2241.036379909083
2019-01-14 15 A,2084.5728923990696
2019-01-14 16 A,2056.424339455043
2019-01-14 17 A,2078.522273155312
2019-01-14 18 A,2387.530722843606
2019-01-14 19 A,2709.2710965173233
2019-01-14 20 A,2721.3372128070055
2019-01-14 21 A,2724.162394231085
2019-01-14 22 A,2663.6825587533745
2019-01-14 23 A,2448.953202788548
2019-01-14 24 A,2308.4305717092034
2019-01-15 01 A,2038.019924355561
2019-01-15 02 A,1801.3234966777377
2019-01-15 03 A,1696.1076185861705
2019-01-15 04 A,1744.4122951108945
2019-01-15 05 A,1938.239097353536
2019-01-15 06 A,2130.8955568161055
2019-01-15 07 A,2416.351050612122
2019-01-15 08 A,2898.2032560455486
2019-01-15 09 A,3004.294415023795
2019-01-15 10 A,2888.292006387135
2019-01-15 11 A,2768.6191310727017
2019-01-15 12 A,2518.332231134878
2019-01-15 13 A,2358.6537574451463
2019-01-15 14 A,2190.942673745079
2019-01-15 15 A,2071.840529307439
2019-01-15 16 A,2052.504293030079
2019-01-15 17 A,2068.0072278414596
2019-01-15 18 A,2340.8574471329357
2019-01-15 19 A,2653.2472349175378
2019-01-15 20 A,2680.750627984609
2019-01-15 21 A,2671.899211200495
2019-01-15 22 A,2617.08518886488
2019-01-15 23 A,2442.557933281116
2019-01-15 24 A,2303.2830765206686
2019-01-16 01 A,2011.0034071905502
2019-01-16 02 A,1783.400257405393
2019-01-16 03 A,1684.5487982192099
2019-01-16 04 A,1723.1488738038981
2019-01-16 05 A,1930.679320297662
2019-01-16 06 A,2072.3690797942136
2019-01-16 07 A,2359.0561778271785
2019-01-16 08 A,2865.478102849359
2019-01-16 09 A,2985.8307956893045
2019-01-16 10 A,2807.5228492374495
2019-01-16 11 A,2716.3968988683678
2019-01-16 12 A,2465.118169598624
2019-01-16 13 A,2300.610603236817
2019-01-16 14 A,2167.0764039550163
2019-01-16 15 A,1995.5007015386834
2019-01-16 16 A,1988.4924586075094
2019-01-16 17 A,2003.5728435197582
2019-01-16 18 A,2325.0629010084695
2019-01-16 19 A,2603.2532378518945
2019-01-16 20 A,2617.1940975983757
2019-01-16 21 A,2568.9004644607
2019-01-16 22 A,2538.4416117007586
2019-01-16 23 A,2442.4557737274667
2019-01-16 24 A,2280.211594528411
2019-01-17 01 A,2021.4361353624524
2019-01-17 02 A,1730.5937463872108
2019-01-17 03 A,1620.721232883843
2019-01-17 04 A,1668.6233723694509
2019-01-17 05 A,1887.2651464193607
2019-01-17 06 A,2033.9823887724556
2019-01-17 07 A,2329.727114523077
2019-01-17 08 A,2833.600667964462
2019-01-17 09 A,2947.7972447110683
2019-01-17 10 A,2766.7509581096124
2019-01-17 11 A,2690.4046868831765
2019-01-17 12 A,2456.9669454744794
2019-01-17 13 A,2274.609624342385
2019-01-17 14 A,2162.085131116378
2019-01-17 15 A,1990.9845915983053
2019-01-17 16 A,1971.7257196834075
2019-01-17 17 A,1986.8061045956563
2019-01-17 18 A,2269.1154132037263
2019-01-17 19 A,2594.7577724256826
2019-01-17 20 A,2614.093190386079
2019-01-17 21 A,2548.3955617956913
2019-01-17 22 A,2544.291215159328
2019-01-17 23 A,2396.1218108456883
2019-01-17 24 A,2272.033917658139
2019-01-18 01 A,2035.1979433343433
2019-01-18 02 A,1746.1236177264955
2019-01-18 03 A,1652.8657156912366
2019-01-18 04 A,1695.2406112509182
2019-01-18 05 A,1879.4633367212516
2019-01-18 06 A,2028.6805864652165
2019-01-18 07 A,2326.2077667276785
2019-01-18 08 A,2865.6640269258232
2019-01-18 09 A,2940.8163489937206
2019-01-18 10 A,2777.2384126825036
2019-01-18 11 A,2695.582743909506
2019-01-18 12 A,2451.7218506407985
2019-01-18 13 A,2282.0568383004697
2019-01-18 14 A,2177.5873909463617
2019-01-18 15 A,1998.1198657375567
2019-01-18 16 A,1968.165483822659
2019-01-18 17 A,1981.2007300992634
2019-01-18 18 A,2256.1448060691496
2019-01-18 19 A,2575.5561565640546
2019-01-18 20 A,2585.738240397468
2019-01-18 21 A,2550.1091013563564
2019-01-18 22 A,2535.610201614119
2019-01-18 23 A,2397.6358243049604
2019-01-18 24 A,2309.445409928616
2019-01-19 01 A,2061.520427909386
2019-01-19 02 A,1784.7355298463922
2019-01-19 03 A,1710.4492048996592
2019-01-19 04 A,1735.1156138535187
2019-01-19 05 A,1855.999721008434
2019-01-19 06 A,1953.6725560027905
2019-01-19 07 A,2072.2329170377143
2019-01-19 08 A,2338.987643990818
2019-01-19 09 A,2544.3695517098554
2019-01-19 10 A,2584.6712659320933
2019-01-19 11 A,2557.7198812578263
2019-01-19 12 A,2369.1113639374967
2019-01-19 13 A,2133.6388984731007
2019-01-19 14 A,1982.362435746187
2019-01-19 15 A,1866.3600005927408
2019-01-19 16 A,1846.4955850136616
2019-01-19 17 A,1876.5153095623023
2019-01-19 18 A,2196.8277773014875
2019-01-19 19 A,2465.8002109648764
2019-01-19 20 A,2449.9618461556315
2019-01-19 21 A,2333.112038756779
2019-01-19 22 A,2245.052840107155
2019-01-19 23 A,2162.504422350055
2019-01-19 24 A,2106.919039641362
2019-01-20 01 A,2020.9124324688685
2019-01-20 02 A,1755.0694024227917
2019-01-20 03 A,1671.598544971756
2019-01-20 04 A,1683.2691751159184
2019-01-20 05 A,1836.459824929278
2019-01-20 06 A,1894.9006340068177
2019-01-20 07 A,1935.4227133308736
2019-01-20 08 A,2128.386850993865
2019-01-20 09 A,2419.003459707642
2019-01-20 10 A,2450.108628076552
2019-01-20 11 A,2445.413891566371
2019-01-20 12 A,2275.9037312579094
2019-01-20 13 A,2079.402543951291
2019-01-20 14 A,1924.3722208426404
2019-01-20 15 A,1848.7576801030386
2019-01-20 16 A,1833.3246466643104
2019-01-20 17 A,1878.891095472465
2019-01-20 18 A,2228.997344721384
2019-01-20 19 A,2445.451895913733
2019-01-20 20 A,2443.091089564526
2019-01-20 21 A,2320.2306055945232
2019-01-20 22 A,2215.1958624169106
2019-01-20 23 A,2146.0230516203897
2019-01-20 24 A,2099.7675110019
2019-01-21 01 A,1984.6011372872536
2019-01-21 02 A,1642.8202545309175
2019-01-21 03 A,1617.9107501601773
2019-01-21 04 A,1620.0389060057205
2019-01-21 05 A,1884.1077007842862
2019-01-21 06 A,2061.244504850042
2019-01-21 07 A,2437.9845001093613
2019-01-21 08 A,2926.0031637223738
2019-01-21 09 A,3009.471604287582
2019-01-21 10 A,2892.629918876651
2019-01-21 11 A,2804.737750837105
2019-01-21 12 A,2616.6868095301006
2019-01-21 13 A,2408.6246965135147
2019-01-21 14 A,2340.88233510289
2019-01-21 15 A,2122.4980350232395
2019-01-21 16 A,2106.6276958708227
2019-01-21 17 A,2134.439502052658
2019-01-21 18 A,2442.429867242275
2019-01-21 19 A,2740.446909079251
2019-01-21 20 A,2775.255690736912
2019-01-21 21 A,2745.5028350983775
2019-01-21 22 A,2698.060793211974
2019-01-21 23 A,2577.5170069696856
2019-01-21 24 A,2422.3492265464283
2019-01-22 01 A,2101.4972665453784
2019-01-22 02 A,1809.6231895753467
2019-01-22 03 A,1748.9112797749708
2019-01-22 04 A,1768.4693726975897
2019-01-22 05 A,1995.9699663840936
2019-01-22 06 A,2172.3130469446064
2019-01-22 07 A,2481.1242451132707
2019-01-22 08 A,2984.536043835146
2019-01-22 09 A,3077.542727602946
2019-01-22 10 A,2913.0941945329882
2019-01-22 11 A,2832.398657185447
2019-01-22 12 A,2635.375224094314
2019-01-22 13 A,2419.0569772794743
2019-01-22 14 A,2355.1751387694817
2019-01-22 15 A,2128.7589732964475
2019-01-22 16 A,2112.888634144031
2019-01-22 17 A,2139.134906992533
2019-01-22 18 A,2471.028059778716
2019-01-22 19 A,2738.7557922702645
2019-01-22 20 A,2782.8861316373786
2019-01-22 21 A,2761.2886729616216
2019-01-22 22 A,2717.914085772349
2019-01-22 23 A,2596.6237382449926
2019-01-22 24 A,2449.01164815747
2019-01-23 01 A,2223.750229003938
2019-01-23 02 A,1901.8878535284268
2019-01-23 03 A,1857.9564341749171
2019-01-23 04 A,1881.8675127123488
2019-01-23 05 A,2102.415774908001
2019-01-23 06 A,2276.200568321985
2019-01-23 07 A,2529.82476590168
2019-01-23 08 A,3029.932237231304
2019-01-23 09 A,3110.443571256223
2019-01-23 10 A,2998.390815082365
2019-01-23 11 A,2896.108893875364
2019-01-23 12 A,2631.8905062665926
2019-01-23 13 A,2479.1933600295692
2019-01-23 14 A,2461.0454819425527
2019-01-23 15 A,2232.596749484979
2019-01-23 16 A,2214.1616215237887
2019-01-23 17 A,2219.594861097693
2019-01-23 18 A,2540.548074242742
2019-01-23 19 A,2737.645958108053
2019-01-23 20 A,2759.9588673344024
2019-01-23 21 A,2705.5577271021593
2019-01-23 22 A,2650.36276028093
2019-01-23 23 A,2654.8632204099704
2019-01-23 24 A,2556.9306039800626
2019-01-24 01 A,2323.863758280889
2019-01-24 02 A,2066.4575380940696
2019-01-24 03 A,1989.6972484728333
2019-01-24 04 A,1999.029163172705
2019-01-24 05 A,2173.7003853876345
2019-01-24 06 A,2307.2863375444617
2019-01-24 07 A,2632.3272418839606
2019-01-24 08 A,3202.598425500206
2019-01-24 09 A,3253.7910321517866
2019-01-24 10 A,3173.073419878742
2019-01-24 11 A,2961.3286994167293
2019-01-24 12 A,2698.782919062528
2019-01-24 13 A,2563.279181656969
2019-01-24 14 A,2445.2700975305706
2019-01-24 15 A,2303.53828266579
2019-01-24 16 A,2278.5138746374446
2019-01-24 17 A,2272.24614119139
2019-01-24 18 A,2513.728442286452
2019-01-24 19 A,3000.2479114399944
2019-01-24 20 A,3016.0194527952767
2019-01-24 21 A,2990.088205554637
2019-01-24 22 A,2953.875637090169
2019-01-24 23 A,2689.2648738010535
2019-01-24 24 A,2588.1871695192212
2019-01-25 01 A,2355.3911527604205
2019-01-25 02 A,2062.1359231499973
2019-01-25 03 A,2015.9974434131223
2019-01-25 04 A,2018.3924134833642
2019-01-25 05 A,2218.533539185954
2019-01-25 06 A,2339.823432132041
2019-01-25 07 A,2649.402752622401
2019-01-25 08 A,3318.1723295675934
2019-01-25 09 A,3359.5223100299554
2019-01-25 10 A,3292.351323280705
2019-01-25 11 A,3045.593421202987
2019-01-25 12 A,2709.83902886814
2019-01-25 13 A,2571.2180042233517
2019-01-25 14 A,2453.6698601087037
2019-01-25 15 A,2409.16075906476
2019-01-25 16 A,2386.345799007612
2019-01-25 17 A,2388.1498321087497
2019-01-25 18 A,2481.959372192484
2019-01-25 19 A,3087.969669566302
2019-01-25 20 A,3111.7147268889503
2019-01-25 21 A,3068.653373311405
2019-01-25 22 A,3019.4451764503724
2019-01-25 23 A,2726.3004894621195
2019-01-25 24 A,2573.223419844369
2019-01-26 01 A,2334.9349475826225
2019-01-26 02 A,2059.691781262993
2019-01-26 03 A,2025.89342111349
2019-01-26 04 A,2031.1335605209636
2019-01-26 05 A,2168.694999002025
2019-01-26 06 A,2215.0933794911516
2019-01-26 07 A,2131.0833370202554
2019-01-26 08 A,2444.5566740308423
2019-01-26 09 A,2775.779045004446
2019-01-26 10 A,2801.0154942154218
2019-01-26 11 A,2766.2432128881214
2019-01-26 12 A,2514.3648198211913
2019-01-26 13 A,2309.72271394531
2019-01-26 14 A,2234.6936047903246
2019-01-26 15 A,2198.81033217751
2019-01-26 16 A,2183.2027017176924
2019-01-26 17 A,2188.7997666588694
2019-01-26 18 A,2394.2212859590986
2019-01-26 19 A,2698.502689855722
2019-01-26 20 A,2697.0957702675323
2019-01-26 21 A,2601.5653330083505
2019-01-26 22 A,2559.459341146838
2019-01-26 23 A,2483.6342278097222
2019-01-26 24 A,2440.5548754127253
2019-01-27 01 A,2195.2911104429463
2019-01-27 02 A,1992.7525368906822
2019-01-27 03 A,1976.8824270934995
2019-01-27 04 A,1969.811440569362
2019-01-27 05 A,2017.9438765968648
2019-01-27 06 A,2008.1167281700668
2019-01-27 07 A,1997.123939574112
2019-01-27 08 A,2204.7857217944006
2019-01-27 09 A,2620.431254053096
2019-01-27 10 A,2667.267818110052
2019-01-27 11 A,2654.4764331741544
2019-01-27 12 A,2426.8668908459867
2019-01-27 13 A,2188.6433745955715
2019-01-27 14 A,2206.115398382479
2019-01-27 15 A,2203.846020590048
2019-01-27 16 A,2196.014157358301
2019-01-27 17 A,2201.611222299477
2019-01-27 18 A,2326.4856971916547
2019-01-27 19 A,2768.307927881108
2019-01-27 20 A,2776.281443848474
2019-01-27 21 A,2695.7636993923215
2019-01-27 22 A,2644.4073519152703
2019-01-27 23 A,2476.3939556040036
2019-01-27 24 A,2428.146467612804
2019-01-28 01 A,2045.3472389343126
2019-01-28 02 A,1817.3577685359405
2019-01-28 03 A,1813.0605339440872
2019-01-28 04 A,1816.0662259129672
2019-01-28 05 A,2013.7782017616707
2019-01-28 06 A,2162.7032336631078
2019-01-28 07 A,2421.9558150147886
2019-01-28 08 A,2989.6049735065963
2019-01-28 09 A,3046.0067189478186
2019-01-28 10 A,2934.607514276113
2019-01-28 11 A,2816.072924556773
2019-01-28 12 A,2538.5239067725843
2019-01-28 13 A,2404.1357415908665
2019-01-28 14 A,2297.870081955571
2019-01-28 15 A,2147.8465089014776
2019-01-28 16 A,2126.0868991608463
2019-01-28 17 A,2136.3606156653973
2019-01-28 18 A,2335.9892880532984
2019-01-28 19 A,2706.1063699627803
2019-01-28 20 A,2707.5354409356673
2019-01-28 21 A,2706.8779681457654
2019-01-28 22 A,2655.4475987308792
2019-01-28 23 A,2531.0987327665343
2019-01-28 24 A,2406.8321030842612
2019-01-29 01 A,2084.847797405216
2019-01-29 02 A,1905.592657722713
2019-01-29 03 A,1872.2422927781147
2019-01-29 04 A,1862.4145958837046
2019-01-29 05 A,1987.2794864332948
2019-01-29 06 A,2098.0551335392893
2019-01-29 07 A,2395.5458753598914
2019-01-29 08 A,2996.493920569543
2019-01-29 09 A,3059.7927964892347
2019-01-29 10 A,2944.963613458917
2019-01-29 11 A,2787.7590726366952
2019-01-29 12 A,2537.1723970927737
2019-01-29 13 A,2406.244261060854
2019-01-29 14 A,2256.641146396903
2019-01-29 15 A,2198.563543591301
2019-01-29 16 A,2168.9987774404135
2019-01-29 17 A,2179.2724939449645
2019-01-29 18 A,2307.929515711118
2019-01-29 19 A,2826.242384058342
2019-01-29 20 A,2827.6714550312286
2019-01-29 21 A,2815.4032464536003
2019-01-29 22 A,2723.311416717122
2019-01-29 23 A,2522.0379855884034
2019-01-29 24 A,2390.8952647565393
2019-01-30 01 A,2074.0344411151414
2019-01-30 02 A,1833.7820647833853
2019-01-30 03 A,1816.5085258555214
2019-01-30 04 A,1811.1344702309523
2019-01-30 05 A,1945.2947981390223
2019-01-30 06 A,2037.5133685658648
2019-01-30 07 A,2351.620467994698
2019-01-30 08 A,2808.9240662756183
2019-01-30 09 A,2819.9046138014683
2019-01-30 10 A,2802.5093260406074
2019-01-30 11 A,2744.89235072869
2019-01-30 12 A,2482.9520253240958
2019-01-30 13 A,2333.1616146726574
2019-01-30 14 A,2213.4328444265616
2019-01-30 15 A,1998.9298915407733
2019-01-30 16 A,1978.1509665261353
